Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
300.2,311.7,1286.0,55.1,42.0,0,7445,L54624,L,0,0,0,0,0
301.5,310.6,1525.0,41.9,204.0,0,3360,L50539,L,0,0,0,0,0
297.7,308.4,1289.0,51.3,82.0,0,9372,L56551,L,0,0,0,0,0
303.8,313.2,1525.0,41.9,145.0,0,5284,L52463,L,0,0,0,0,0
303.5,312.4,1284.0,70.6,94.0,1,10860,SYNTH00859,L,0,0,0,0,0
301.2,310.4,1390.0,49.9,74.0,0,3304,L50483,L,0,0,0,0,0
296.6,308.0,1978.0,22.3,208.0,0,750,L47929,L,0,0,0,0,0
301.7,311.1,1644.0,32.8,206.0,0,6759,L53938,L,0,0,0,0,0
298.4,309.5,1692.0,28.3,136.0,0,1477,L48656,L,0,0,0,0,0
302.9738622107868,311.1121882682741,1351.8223192335026,52.011455667131955,7.588840383248725,1,13333,SYNTH03332,L,0,0,0,0,0
300.4,310.1,1544.0,41.9,184.0,0,6411,L53590,L,0,0,0,0,0
300.3,311.7,1571.0,31.2,123.0,0,8079,L55258,L,0,0,0,0,0
297.4,308.6,1488.0,36.4,71.0,0,8802,L55981,L,0,0,0,0,0
302.1,310.8,1786.0,25.7,47.0,0,3799,L50978,L,0,0,0,0,0
300.7,309.9,1383.0,44.5,176.0,0,6491,L53670,L,0,0,0,0,0
302.2,311.4,1477.0,41.7,15.0,0,5661,L52840,L,0,0,0,0,0
300.7,310.4,1234.0,51.7,160.0,0,7064,L54243,L,0,0,0,0,0
303.7,312.5,1481.0,33.3,182.0,0,4888,L52067,L,0,0,0,0,0
303.0265729472875,310.96876392971666,1359.9479398828612,52.12852162669305,64.63015029284722,1,10264,SYNTH00263,L,0,0,0,0,0
303.1223953486095,311.32239534860946,1373.5920155046351,47.83281395417164,62.96007752317578,1,10495,SYNTH00494,L,0,0,0,0,0
300.9,310.7,1477.0,43.2,143.0,0,6817,L53996,L,0,0,0,0,0
302.4,310.4,1456.0,47.6,127.0,0,4521,L51700,L,0,0,0,0,0
299.3,309.0,1449.0,46.5,121.0,0,2127,L49306,L,0,0,0,0,0
300.3,311.6,1515.0,44.9,69.0,0,8059,L55238,L,0,0,0,0,0
300.6,309.8,1629.0,37.6,162.0,0,6486,L53665,L,0,0,0,0,0
297.23039936712223,308.37599841780565,1321.1839857602508,61.89119810136679,202.30399367122263,1,10295,SYNTH00294,L,0,0,0,0,0
300.3,309.4,1705.0,29.4,190.0,0,2842,L50021,L,0,0,0,0,0
299.99340182095926,310.5281232777267,1340.2395890742443,59.48345054119577,189.94213090538764,1,11069,SYNTH01068,L,0,0,0,0,0
