Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
299.3,310.4,1629.0,32.6,177.0,0,9645,L56824,L,0,0,0,0,0
301.5,310.6,1565.0,43.9,142.0,0,6645,L53824,L,0,0,0,0,0
300.3,311.5,1552.0,38.9,23.0,0,7770,L54949,L,0,0,0,0,0
299.3,308.9,1623.0,31.1,152.0,0,2138,L49317,L,0,0,0,0,0
298.76664047973105,308.89179816405954,1296.3099369262686,66.49652981934366,144.32176606447888,1,12082,SYNTH02081,L,0,0,0,0,0
298.3,308.4,1593.0,37.0,174.0,0,1579,L48758,L,0,0,0,0,0
298.1,308.5,1665.0,29.6,20.0,0,9423,L56602,L,0,0,0,0,0
303.6,313.0,1522.0,35.8,133.0,0,5280,L52459,L,0,0,0,0,0
302.4,310.1,1645.0,31.6,93.0,0,4505,L51684,L,0,0,0,0,0
300.8,310.7,1525.0,39.4,175.0,0,7070,L54249,L,0,0,0,0,0
297.1,307.8,1681.0,27.6,181.0,0,9088,L56267,L,0,0,0,0,0
298.9885056143126,308.86968399105467,1330.114943856874,53.94841995527317,206.86063201789074,1,13479,SYNTH03478,L,0,0,0,0,0
302.2,311.2,1381.0,49.4,207.0,0,3945,L51124,L,0,0,0,0,0
303.6,312.5,1431.0,49.0,162.0,0,4796,L51975,L,0,0,0,0,0
295.8,306.5,1358.0,49.2,63.0,0,870,L48049,L,0,0,0,0,0
297.7,308.7,1829.0,24.9,17.0,0,8619,L55798,L,0,0,0,0,0
302.2,311.5,1567.0,33.1,168.0,0,3679,L50858,L,0,0,0,0,0
299.93847253203444,309.85898168802294,1641.384725320344,31.482268058494373,217.0,1,11516,SYNTH01515,L,0,0,0,0,0
299.3,308.7,1579.0,36.3,211.0,0,2329,L49508,L,0,0,0,0,0
298.4472061468319,309.10035778516317,2698.835946661545,10.029011887170576,105.77649174655147,1,11727,SYNTH01726,L,0,0,0,0,0
297.6,308.6,1522.0,37.0,106.0,0,9139,L56318,L,0,0,0,0,0
300.5860558901754,311.03695220696875,1231.4651397254383,62.29661321226145,213.65637503693918,1,11435,SYNTH01434,L,0,0,0,0,0
298.2,307.6,1511.0,31.0,209.0,1,12698,SYNTH02697,L,0,0,0,0,0
297.8,308.9,1518.0,40.4,2.0,0,9177,L56356,L,0,0,0,0,0
298.9,310.3,1436.0,39.0,32.0,0,8297,L55476,L,0,0,0,0,0
302.4,310.3,1377.797227188231,54.14285107087907,164.89861359411555,1,10586,SYNTH00585,L,0,0,0,0,0
298.5,308.8,1670.0,29.6,13.0,0,9915,L57094,L,0,0,0,0,0
301.9,310.7,1370.0,50.3,20.0,0,4217,L51396,L,0,0,0,0,0
303.0,312.3,1932.0,21.9,132.0,0,5620,L52799,L,0,0,0,0,0
301.0310380309035,311.17586129762964,1700.068993285332,29.627588366636925,216.89655480948133,1,11313,SYNTH01312,L,0,0,0,0,0
299.56205166463656,309.6138450060903,1699.3466268777968,28.375796325618964,191.69124685343562,1,10623,SYNTH00622,L,0,0,0,0,0
302.6,310.4,1359.0,57.2,67.0,1,12209,SYNTH02208,L,0,0,0,0,0
297.4,308.7,1433.0,43.4,116.0,0,463,L47642,L,0,0,0,0,0
297.67893194395987,308.1394659719799,1312.6053402802006,61.08684467600669,193.77645718036783,1,10538,SYNTH00537,L,0,0,0,0,0
300.1,310.1,1380.0,52.6,59.0,0,7195,L54374,L,0,0,0,0,0
300.4,309.9,1496.0,31.8,154.0,0,7147,L54326,L,0,0,0,0,0
299.2,308.4,1841.0,22.8,40.0,0,2354,L49533,L,0,0,0,0,0
303.3,311.6,1301.0,45.1,219.0,1,4732,L51911,L,0,1,0,0,0
296.3,307.3,1567.0,31.4,5.0,0,851,L48030,L,0,0,0,0,0
300.2,311.7,1553.0,41.3,44.0,0,7446,L54625,L,0,0,0,0,0
297.6,308.4,1460.0,40.3,195.0,0,8600,L55779,L,0,0,0,0,0
301.5,310.4,1629.0,34.1,151.0,0,3423,L50602,L,0,0,0,0,0
297.4,308.6,1324.0,59.1,118.0,0,716,L47895,L,0,0,0,0,0
302.34664561448494,310.12332280724246,1322.8658245793963,52.2102210479085,137.2651930139434,1,12902,SYNTH02901,M,0,0,0,0,0
300.8,310.8,1415.0,44.5,87.0,0,5946,M20805,M,0,0,0,0,0
298.3,310.1,1389.0,49.6,75.0,0,621,M15480,M,0,0,0,0,0
304.1,313.6,1441.0,43.7,131.0,0,5113,M19972,M,0,0,0,0,0
299.0,310.4,1371.0,53.8,228.0,1,11092,SYNTH01091,M,0,0,0,0,0
299.2,308.5,1378.0,50.4,220.0,1,12657,SYNTH02656,M,0,0,0,0,0
297.6,308.2,1995.0,20.5,10.0,0,337,M15196,M,0,0,0,0,0
297.9,309.9,1410.0,55.4,188.0,0,576,M15435,M,0,0,0,0,0
301.0,310.6,1698.0,27.3,14.0,0,6264,M21123,M,0,0,0,0,0
302.2219504292454,310.6658512877362,1357.414547216993,50.81953669339287,126.87801716981565,1,13435,SYNTH03434,M,0,0,0,0,0
300.1,309.6,1376.0,52.1,147.0,0,6396,M21255,M,0,0,0,0,0
304.2,313.5,1437.0,47.2,102.0,0,5101,M19960,M,0,0,0,0,0
302.0024408882392,311.4963098133573,1362.4601191589836,61.31226214976385,203.23928504609856,1,13009,SYNTH03008,M,0,0,0,0,0
300.2,309.5,1564.0,33.4,183.0,0,3178,M18037,M,0,0,0,0,0
301.7780489474919,309.9853636826052,1441.780489474919,45.08048947491904,227.51223687297602,1,13130,SYNTH03129,M,0,0,0,0,0
301.9,310.6,1475.0,47.8,179.0,0,4110,M18969,M,0,0,0,0,0
300.7,309.6,1536.0,37.2,19.0,0,2872,M17731,M,0,0,0,0,0
297.2,308.3,1578.0,37.8,3.0,0,1176,M16035,M,0,0,0,0,0
300.5,309.3,1578.0,30.5,34.0,0,2877,M17736,M,0,0,0,0,0
296.8,307.9,1683.0,31.8,76.0,0,794,M15653,M,0,0,0,0,0
299.7682497053541,309.47744923392065,1399.0,42.46647255443896,221.0682497053541,1,13316,SYNTH03315,M,0,0,0,0,0
300.3,311.7,1646.0,28.9,198.0,0,7504,M22363,M,0,0,0,0,0
303.07067112803105,311.6201409176528,1275.1819799238604,63.349291873375414,154.49469789621733,1,10261,SYNTH00260,M,0,0,0,0,0
302.6,310.92019625600693,1368.467975040046,60.90444243192164,91.27091888014981,1,11462,SYNTH01461,M,0,0,0,0,0
300.4,311.6,1518.0,36.4,53.0,0,7783,M22642,M,0,0,0,0,0
302.1,311.5,1383.0,53.6,108.0,0,3657,M18516,M,0,0,0,0,0
303.6,312.4,1504.0,49.5,109.0,0,4861,M19720,M,0,0,0,0,0
302.61052921140754,310.8977862195323,1361.4681425203119,50.85372543889998,65.74514016249461,1,10724,SYNTH00723,M,0,0,0,0,0
