Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
298.3,309.1,1616.0,31.1,195.0,0,9255,L56434,L,0,0,0,0,0
303.1473271983293,311.4262804557108,1330.4209348523696,51.51570113927711,68.89495277065596,1,12610,SYNTH02609,L,0,0,0,0,0
300.3,310.3,1483.0,51.6,50.0,0,5931,L53110,L,0,0,0,0,0
303.4,312.3,1663.0,33.9,78.0,0,4931,L52110,L,0,0,0,0,0
302.6043199114874,312.30431991148737,1454.9935796420914,54.43280752357488,252.9136017702529,1,10703,SYNTH00702,L,0,0,0,0,0
298.7,309.8,1589.0,31.8,217.0,0,1422,L48601,L,0,0,0,0,0
297.5,308.4,1604.0,38.1,106.0,0,372,L47551,L,0,0,0,0,0
298.2,308.7,1436.0,49.1,26.0,0,9349,L56528,L,0,0,0,0,0
299.0,310.3,1520.0,45.0,171.0,0,1316,L48495,L,0,0,0,0,0
299.3,309.2,1775.0,24.2,125.0,0,2048,L49227,L,0,0,0,0,0
299.4,309.3,1544.0,36.0,197.0,0,2077,L49256,L,0,0,0,0,0
299.7,309.6,1321.0,53.4,166.0,0,2064,L49243,L,0,0,0,0,0
302.4,310.1,1709.0,31.8,100.0,0,4508,L51687,L,0,0,0,0,0
300.4,311.9,1476.0,48.7,189.0,0,8106,L55285,L,0,0,0,0,0
302.58718199389494,310.74957599185996,1369.8162100712252,48.9756848931621,144.62393997964992,1,10048,SYNTH00047,L,0,0,0,0,0
298.7,310.1,1433.0,54.6,66.0,0,1364,L48543,L,0,0,0,0,0
298.6,309.8,1561.0,32.6,201.0,0,9753,L56932,L,0,0,0,0,0
302.9869172616007,311.2095338092805,1334.8691726160066,52.46430071392081,167.9290214176241,1,11632,SYNTH01631,L,0,0,0,0,0
303.4,312.7,1589.0,34.0,116.0,0,5354,L52533,L,0,0,0,0,0
301.9,310.5,1340.0,55.7,204.0,1,12258,SYNTH02257,L,0,0,0,0,0
302.1,310.9,1477.0,41.4,184.0,0,4016,L51195,L,0,0,0,0,0
300.4,309.8,1314.0,63.1,146.0,0,3162,L50341,L,0,0,0,0,0
300.9,309.6,1384.0,42.4,131.0,0,3243,L50422,L,0,0,0,0,0
300.08762028645907,309.8958734288197,1338.4896835720492,55.90137552372677,205.00687761863384,1,10871,SYNTH00870,L,0,0,0,0,0
299.3,308.5,1485.0,44.7,78.0,0,2367,L49546,L,0,0,0,0,0
300.7,312.0,1401.0,51.1,50.0,0,8051,L55230,L,0,0,0,0,0
301.9380374265506,310.34836452212545,1336.309812867247,58.416869007072954,110.15490643362354,1,10290,SYNTH00289,L,0,0,0,0,0
298.8,310.0,1537.0,39.9,190.0,0,8433,L55612,L,0,0,0,0,0
300.7,309.5,1685.0,31.1,27.0,0,2952,L50131,L,0,0,0,0,0
302.7,310.5,1520.0,39.3,73.0,0,4415,L51594,L,0,0,0,0,0
