Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
303.11517368240686,311.1273126283323,1316.757221081491,57.50585001713528,88.90895790555912,1,11377,SYNTH01376,L,0,0,0,0,0
299.5037968709022,310.30495768143794,1375.1107617341167,62.751898435451096,92.0,1,13135,SYNTH03134,L,0,0,0,0,0
303.7,312.4,1535.0,38.6,107.0,0,4860,L52039,L,0,0,0,0,0
299.35839671463054,309.34756534772333,1429.547862589948,60.311460791366,127.80688872903728,1,10976,SYNTH00975,L,0,0,0,0,0
302.1,310.6,1326.0,59.1,88.0,1,11258,SYNTH01257,L,0,0,0,0,0
301.7,311.2,1517.0,42.4,113.0,0,5781,L52960,L,0,0,0,0,0
300.0,309.4,1308.0,50.2,32.0,0,2779,L49958,L,0,0,0,0,0
295.6,306.1,1389.0,46.2,113.0,0,890,L48069,L,0,0,0,0,0
300.7,310.0,1395.0,48.0,85.0,0,6458,L53637,L,0,0,0,0,0
302.2,311.3,1389.0,46.9,106.0,0,3984,L51163,L,0,0,0,0,0
299.8785958182286,310.3349787335488,2715.0659557983254,9.812340501615754,135.92595699030548,1,10901,SYNTH00900,L,0,0,0,0,0
302.9,311.1,1555.0,33.9,96.0,0,4593,L51772,L,0,0,0,0,0
302.4,310.2,1346.0,62.4,106.0,1,12053,SYNTH02052,L,0,0,0,0,0
298.2,308.9,1278.0,54.0,18.0,0,1517,L48696,L,0,0,0,0,0
300.6,311.7,1744.0,26.9,111.0,0,7726,L54905,L,0,0,0,0,0
298.4,309.6,1710.0,27.3,163.0,1,8507,L55686,L,0,0,0,0,0
301.54389887255934,310.87594024287597,1649.1619306147759,32.527820728627944,230.88027580211084,1,11227,SYNTH01226,L,0,0,0,0,0
298.5,308.3,1334.0,49.8,186.0,0,9980,L57159,L,0,0,0,0,0
297.3,308.6,1297.0,45.9,184.0,0,405,L47584,L,0,0,0,0,0
297.8,309.3,2015.0,20.1,161.0,0,654,L47833,L,0,0,0,0,0
301.8,310.8,1736.0,26.5,56.0,0,3471,L50650,L,0,0,0,0,0
298.4,308.1,1491.0,50.0,156.0,0,9970,L57149,L,0,0,0,0,0
300.3,310.3,1362.0,60.3,206.0,1,7168,L54347,L,0,0,0,1,0
296.8,308.1,1289.0,62.0,199.0,1,747,L47926,L,0,0,0,1,0
297.5,308.7,1429.0,44.3,201.0,0,412,L47591,L,0,0,0,0,0
302.3,310.9,1545.0,36.7,18.0,0,3786,L50965,L,0,0,0,0,0
301.8699421822067,310.8046242669516,1378.0867052118622,53.1953757330484,211.5664739406891,1,10618,SYNTH00617,L,0,0,0,0,0
302.8,312.3,1366.0,49.1,221.0,0,5390,L52569,L,0,0,0,0,0
