Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
297.8,309.2,1683.0,30.9,163.0,0,655,L47834,L,0,0,0,0,0
302.2104246966052,310.7250963592622,1355.8339757284145,51.76061741512952,125.27027123763733,1,11275,SYNTH01274,L,0,0,0,0,0
300.2,309.9,1566.0,36.4,170.0,0,7153,L54332,L,0,0,0,0,0
301.9,310.3,1972.0,21.3,67.0,0,4149,L51328,L,0,0,0,0,0
302.6,311.6,1638.0,29.6,160.0,0,3926,L51105,L,0,0,0,0,0
303.6,312.9,1588.0,31.9,53.0,0,5331,L52510,L,0,0,0,0,0
298.1,307.7,1537.0,40.8,169.0,0,1986,L49165,L,0,0,0,0,0
301.0,312.0,1518.0,39.3,196.0,0,8018,L55197,L,0,0,0,0,0
303.4,311.9,1531.0,37.9,203.0,0,4813,L51992,L,0,0,0,0,0
303.39437244170733,312.0467530699512,1414.0086630180488,51.66796044697566,111.6926330312196,1,10133,SYNTH00132,L,0,0,0,0,0
298.0,308.2,1442.0,44.1,204.0,0,244,L47423,L,0,0,0,0,0
301.1,311.0,1918.0,21.7,28.0,0,6186,L53365,L,0,0,0,0,0
302.2,311.2,1928.0,23.1,2.0,0,3698,L50877,L,0,0,0,0,0
301.10229109578677,310.40190924648897,1401.015273971912,46.150954623244495,208.49427226053302,1,11040,SYNTH01039,L,0,0,0,0,0
298.7,309.7,1393.0,45.7,99.0,0,8320,L55499,L,0,0,0,0,0
300.6,309.5,1516.0,39.0,142.0,0,2918,L50097,L,0,0,0,0,0
304.0,313.1,1648.0,35.7,119.0,0,5188,L52367,L,0,0,0,0,0
301.4,310.7,1368.0,63.7,92.0,1,10731,SYNTH00730,L,0,0,0,0,0
302.5,310.5,1520.0,41.2,154.0,0,4532,L51711,L,0,0,0,0,0
301.7780489474919,309.9853636826052,1441.780489474919,45.08048947491904,227.51223687297602,1,10534,SYNTH00533,L,0,0,0,0,0
300.6,310.0,1438.0,53.8,103.0,0,7128,L54307,L,0,0,0,0,0
297.3,308.7,1587.0,35.8,148.0,0,8829,L56008,L,0,0,0,0,0
295.7,306.3,1490.0,34.3,97.0,0,884,L48063,L,0,0,0,0,0
301.1,310.6,1417.0,47.6,10.0,0,6262,L53441,L,0,0,0,0,0
300.0,309.1,1465.0,40.6,9.0,0,3198,L50377,L,0,0,0,0,0
301.1009091738988,310.61391924540146,1439.6686870531084,45.01890899132145,208.26626258937833,1,10050,SYNTH00049,L,0,0,0,0,0
301.4,310.8,1490.0,38.0,168.0,0,5803,L52982,L,0,0,0,0,0
