Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
302.61052921140754,310.8977862195323,1361.4681425203119,50.85372543889998,65.74514016249461,1,10364,SYNTH00363,L,0,0,0,0,0
295.4,305.8,1407.0,50.7,192.0,0,920,L48099,L,0,0,0,0,0
301.0,311.9,1889.0,23.5,198.0,0,8019,L55198,L,0,0,0,0,0
302.0,310.4,1212.0,55.6,79.0,1,13108,SYNTH03107,L,0,0,0,0,0
298.9,308.7,1564.0,34.1,99.0,0,117,L47296,L,0,0,0,0,0
297.4,309.2,1420.0,45.6,193.0,0,492,L47671,L,0,0,0,0,0
297.4,308.6,1820.0,24.6,79.0,0,9052,L56231,L,0,0,0,0,0
297.4,308.0,1383.0,46.2,188.0,0,9008,L56187,L,0,0,0,0,0
299.20142040921684,310.0253551023042,1366.5774149615966,56.63806803072273,203.25355102304204,1,12182,SYNTH02181,L,0,0,0,0,0
299.7682497053541,309.47744923392065,1399.0,42.46647255443896,221.0682497053541,1,11822,SYNTH01821,L,0,0,0,0,0
301.3,311.1,1504.0,39.1,2.0,0,5829,L53008,L,0,0,0,0,0
301.2,310.6,1437.0,51.2,112.0,0,6303,L53482,L,0,0,0,0,0
298.2,307.9,1544.0,31.4,192.0,0,1670,L48849,L,0,0,0,0,0
297.4,308.7,1402.0,40.2,114.0,0,462,L47641,L,0,0,0,0,0
296.6,307.5,1557.0,35.1,60.0,0,1110,L48289,L,0,0,0,0,0
303.5,312.9,1544.0,36.9,87.0,0,5260,L52439,L,0,0,0,0,0
302.4,310.6,1445.0,40.3,162.0,0,4275,L51454,L,0,0,0,0,0
303.06602602153106,311.0082173020878,1359.8164346041756,49.69562656872585,61.60547820139187,1,10107,SYNTH00106,L,0,0,0,0,0
302.9,312.4,1550.0,36.9,194.0,0,5379,L52558,L,0,0,0,0,0
297.4,308.4,1369.0,50.6,220.0,1,12177,SYNTH02176,L,0,0,0,0,0
303.48987877352994,312.11012122647,1335.5020204411676,64.39674827349984,56.19434276473068,1,10466,SYNTH00465,L,0,0,0,0,0
300.2541541574012,309.7996403199905,1485.6426087225132,43.16065218062827,227.80505930318895,1,13044,SYNTH03043,L,0,0,0,0,0
300.51234878514146,309.7681149159501,1299.4070564486522,61.02943551347754,213.42469757028286,1,13158,SYNTH03157,L,0,0,0,0,0
300.6,311.8,1471.0,41.4,39.0,0,8047,L55226,L,0,0,0,0,0
299.5446297767456,309.64184742484485,1469.5815257515515,58.76371727895656,167.33500369142737,1,12225,SYNTH02224,L,0,0,0,0,0
298.5230850951173,309.6230850951173,1891.487411028324,24.676057934016757,202.00856970865922,1,11120,SYNTH01119,L,0,0,0,0,0
301.2,311.7,1463.0,48.3,204.0,0,6923,L54102,L,0,0,0,0,0
297.3728225307759,308.01504038076143,1613.6649202691078,35.484959619238595,217.9709670770125,1,10373,SYNTH00372,L,0,0,0,0,0
302.5031348056026,310.9031348056026,1329.9686519439742,56.63981113498532,97.4388727843621,1,11127,SYNTH01126,L,0,0,0,0,0
298.0,307.7,1492.0,38.7,202.0,0,1916,L49095,L,0,0,0,0,0
302.4,311.0,2211.0,15.4,203.0,0,4202,L51381,L,0,0,0,0,0
298.1460021493923,308.2026652337385,1408.4067168191532,54.30197205790033,218.0,1,11390,SYNTH01389,L,0,0,0,0,0
301.6,309.8,1588.0,33.9,89.0,0,4334,L51513,L,0,0,0,0,0
299.3,309.0,1786.0,23.5,100.0,0,2544,L49723,L,0,0,0,0,0
297.8,307.8,1452.0,39.8,21.0,0,1605,L48784,L,0,0,0,0,0
301.3,311.1,1413.0,42.0,221.0,0,5826,L53005,L,0,0,0,0,0
300.6,310.0,1313.0,52.9,93.0,0,6461,L53640,L,0,0,0,0,0
302.6537088817938,310.4,1303.9005859426036,55.63976562295858,20.115727795515415,1,13517,SYNTH03516,L,0,0,0,0,0
302.48471431440953,310.28471431440954,1326.7642842795221,56.512860873242666,54.69428628819118,1,11813,SYNTH01812,L,0,0,0,0,0
302.2,310.6,1355.0,51.5,126.0,1,13305,SYNTH03304,L,0,0,0,0,0
297.6,308.5,1475.0,42.4,24.0,0,8621,L55800,L,0,0,0,0,0
297.7,308.9,1838.0,27.3,99.0,0,708,L47887,L,0,0,0,0,0
302.48471431440953,310.28471431440954,1326.7642842795221,56.512860873242666,54.69428628819118,1,11461,SYNTH01460,L,0,0,0,0,0
301.9,310.9,1309.0,48.0,124.0,0,3497,L50676,L,0,0,0,0,0
302.7,311.6,2709.0,9.7,2.0,1,11696,SYNTH01695,L,0,0,0,0,0
299.6,309.1,2266.0,15.3,79.0,0,2709,L49888,L,0,0,0,0,0
302.8,312.3,1473.0,42.6,232.0,0,5394,L52573,L,0,0,0,0,0
302.6,311.0,1660.0,38.0,99.0,0,4251,L51430,L,0,0,0,0,0
298.2,308.3,1400.0,48.7,194.0,0,1586,L48765,L,0,0,0,0,0
300.6,310.1,1541.0,42.0,23.0,0,5919,L53098,L,0,0,0,0,0
298.1,307.5,1684.0,33.1,200.0,0,1761,L48940,L,0,0,0,0,0
299.7,310.3,1495.0,43.1,101.0,0,7382,L54561,L,0,0,0,0,0
300.8,310.8,1634.0,29.2,149.0,0,6057,L53236,L,0,0,0,0,0
