Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
302.72046165873564,311.3613849762069,1275.8688380353444,68.99380868456902,116.40923317471275,1,12910,SYNTH02909,L,0,0,0,0,0
298.8,310.6,1602.0,39.1,211.0,0,8281,L55460,L,0,0,0,0,0
297.4,308.4,1588.0,32.5,207.0,0,415,L47594,L,0,0,0,0,0
303.4,311.6,1564.0,41.9,137.0,0,4699,L51878,L,0,0,0,0,0
303.8,313.0,1452.0,38.6,72.0,0,5015,L52194,L,0,0,0,0,0
302.2,310.0,1483.0,48.7,20.0,0,4395,L51574,L,0,0,0,0,0
303.8,312.5,1619.0,30.9,142.0,0,4875,L52054,L,0,0,0,0,0
304.0,312.9,1363.0,62.5,200.0,1,12377,SYNTH02376,L,0,0,0,0,0
300.7,311.9,1399.0,50.2,222.0,1,13011,SYNTH03010,L,0,0,0,0,0
302.7,312.2,1450.0,52.1,213.0,1,13182,SYNTH03181,L,0,0,0,0,0
300.4,311.8,1320.0,57.9,168.0,0,7492,L54671,L,0,0,0,0,0
296.3,307.1,1419.0,48.6,142.0,0,985,L48164,L,0,0,0,0,0
297.5,308.5,1546.0,40.4,129.0,0,382,L47561,L,0,0,0,0,0
298.9,310.2,1705.0,32.5,63.0,0,9603,L56782,L,0,0,0,0,0
300.43098895071824,311.65808471496973,2717.3158563479087,9.456138121736382,142.72904235748487,1,10817,SYNTH00816,L,0,0,0,0,0
298.7,310.2,1436.0,47.5,32.0,0,1351,L48530,L,0,0,0,0,0
297.7,308.7,1479.0,45.7,93.0,0,9134,L56313,L,0,0,0,0,0
300.1,309.5,1353.0,50.9,34.0,0,2780,L49959,L,0,0,0,0,0
299.5,309.4,1563.0,41.5,183.0,0,2578,L49757,L,0,0,0,0,0
297.2,308.6,1489.0,40.2,214.0,0,1249,L48428,L,0,0,0,0,0
301.2,311.0,1573.0,32.8,57.0,0,5852,L53031,L,0,0,0,0,0
298.8,309.8,1508.0,36.3,69.0,0,9700,L56879,L,0,0,0,0,0
297.9,309.8,2000.0,21.3,29.0,0,603,L47782,L,0,0,0,0,0
297.2,307.9,1326.0,75.4,172.0,1,11911,SYNTH01910,L,0,0,0,0,0
298.8,309.8,1509.0,36.2,57.0,0,9780,L56959,L,0,0,0,0,0
297.2,308.5,1518.0,44.3,163.0,0,8909,L56088,L,0,0,0,0,0
297.6,308.7,1460.0,46.7,150.0,0,391,L47570,L,0,0,0,0,0
303.5,311.6,1428.0,46.2,139.0,0,4700,L51879,L,0,0,0,0,0
302.8,310.9,1312.0,52.2,40.0,1,12655,SYNTH02654,M,0,0,0,0,0
303.5,312.5,1353.0,51.0,172.0,0,4801,M19660,M,0,0,0,0,0
303.1,311.2,1489.0,44.5,27.0,0,4660,M19519,M,0,0,0,0,0
301.5,310.6,1573.0,37.4,37.0,0,6605,M21464,M,0,0,0,0,0
303.40077850731507,311.8002595024384,1316.0415203901384,50.90467104389056,68.99221492684906,1,11792,SYNTH01791,M,0,0,0,0,0
302.1,311.0,1351.0,60.3,207.0,1,11190,SYNTH01189,M,0,0,0,0,0
297.8,309.4,1495.0,36.5,132.0,0,644,M15503,M,0,0,0,0,0
302.7,310.6,1349.0,51.2,6.0,1,4557,M19416,M,0,1,0,0,0
300.6139553654324,310.5354665240743,1363.0988437790134,59.656391500863606,206.3139553654324,1,12785,SYNTH02784,M,0,0,0,0,0
298.1,307.9,1463.0,47.3,206.0,0,1918,M16777,M,0,0,0,0,0
300.8,310.8,1549.0,35.5,79.0,0,6115,M20974,M,0,0,0,0,0
298.8,308.8,1497.0,46.8,72.0,0,108,M14967,M,0,0,0,0,0
300.7,309.6,1473.0,48.1,87.0,0,2896,M17755,M,0,0,0,0,0
297.5,308.1,1907.0,23.5,125.0,0,9386,M24245,M,0,0,0,0,0
300.2261607335995,310.7112499098689,2572.2714275413587,12.626160733599525,71.14910823730628,1,12333,SYNTH02332,M,0,0,0,0,0
