Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
298.9,308.5,1503.0,40.6,145.0,0,2475,L49654,L,0,0,0,0,0
300.7,311.9,1399.0,50.2,222.0,1,12764,SYNTH02763,L,0,0,0,0,0
297.8,307.5,1448.0,51.2,107.0,0,1962,L49141,L,0,0,0,0,0
299.4,309.1,1304.0,50.5,153.0,0,2566,L49745,L,0,0,0,0,0
301.4,310.4,1334.0,43.2,133.0,0,6641,L53820,L,0,0,0,0,0
302.8,312.2,1458.0,51.0,42.0,0,5505,L52684,L,0,0,0,0,0
301.4200305852328,310.5872671663213,1339.5636641683934,57.18354182746229,203.56366416839344,1,11869,SYNTH01868,L,0,0,0,0,0
297.2,308.5,1447.0,47.9,188.0,0,8684,L55863,L,0,0,0,0,0
301.8,309.9,1334.0,61.0,182.0,1,10941,SYNTH00940,L,0,0,0,0,0
299.4,308.7,1512.0,37.2,126.0,0,2296,L49475,L,0,0,0,0,0
300.7,309.5,1541.0,37.2,48.0,0,2881,L50060,L,0,0,0,0,0
303.7,312.4,1404.0,46.6,119.0,0,4781,L51960,L,0,0,0,0,0
301.4,310.7,1605.0,34.2,94.0,0,3400,L50579,L,0,0,0,0,0
299.0864958975594,309.24391238518075,1541.1616184804475,36.418819593648884,206.41254639576593,1,12335,SYNTH02334,L,0,0,0,0,0
301.8,311.0,1651.0,32.5,195.0,0,3523,L50702,L,0,0,0,0,0
299.0,310.1,1444.0,47.7,161.0,0,9736,L56915,L,0,0,0,0,0
296.5,307.4,1523.0,40.7,85.0,0,1118,L48297,L,0,0,0,0,0
301.55633221017473,310.1549283307517,1302.0046795980768,58.331471329283445,17.821585162237604,1,10883,SYNTH00882,L,0,0,0,0,0
301.0,311.1,1236.0,64.4,177.0,1,12818,SYNTH02817,L,0,0,0,0,0
298.7,308.5,1444.0,54.2,62.0,0,2024,L49203,L,0,0,0,0,0
302.6,310.8,1470.0,41.2,156.0,0,4272,L51451,L,0,0,0,0,0
303.5,312.0,1366.0,54.5,30.0,1,4832,L52011,L,0,1,0,0,0
302.1,310.5,1559.0,36.0,124.0,0,4170,L51349,L,0,0,0,0,0
301.61870471346776,310.4951488117074,1300.0392598362673,54.707401637327095,215.6374094269355,1,11843,SYNTH01842,L,0,0,0,0,0
295.9,306.6,1557.0,41.1,113.0,0,972,L48151,L,0,0,0,0,0
303.0,311.2,1374.0,48.2,65.0,1,4580,L51759,L,0,1,0,0,0
300.7,310.6,1288.0,47.2,216.0,0,5993,L53172,L,0,0,0,0,0
301.1,310.7,1376.0,49.1,0.0,0,6258,L53437,L,0,0,0,0,0
302.4,310.3,1378.0,54.3,165.0,1,12497,SYNTH02496,L,0,0,0,0,0
299.9,309.2,1491.0,44.3,214.0,0,3110,L50289,L,0,0,0,0,0
302.37942522141225,310.92269292040345,1366.6807876121047,49.06944115190294,128.52496017377317,1,12971,SYNTH02970,L,0,0,0,0,0
301.61337663181786,310.0218785900633,2380.332950393249,13.85225913837201,201.61473890274252,1,12897,SYNTH02896,L,0,0,0,0,0
298.4,309.3,1531.0,37.4,16.0,0,8528,L55707,L,0,0,0,0,0
303.5,312.0,1436.0,45.1,32.0,0,4833,L52012,L,0,0,0,0,0
299.7,309.2,1685.0,28.9,179.0,1,13367,SYNTH03366,L,0,0,0,0,0
296.4,307.2,1748.0,25.3,144.0,0,986,L48165,L,0,0,0,0,0
302.8,310.6,1671.0,30.5,201.0,0,4465,L51644,L,0,0,0,0,0
298.9,310.3,1496.0,36.3,161.0,0,8422,L55601,L,0,0,0,0,0
302.5,310.9,1330.0,56.9,97.0,1,4250,L51429,L,0,1,0,0,0
298.5,309.4,1548.0,37.7,43.0,0,8539,L55718,L,0,0,0,0,0
298.3,309.1,1437.0,38.0,93.0,0,9294,L56473,L,0,0,0,0,0
300.5,309.8,1379.0,54.2,207.0,1,11248,SYNTH01247,L,0,0,0,0,0
298.2,308.8,1345.0,44.3,37.0,0,9354,L56533,L,0,0,0,0,0
301.6004678781252,310.1004678781252,1326.0350908593866,48.20538059843929,76.96958792186489,1,13163,SYNTH03162,L,0,0,0,0,0
297.6,308.6,1382.0,47.1,11.0,0,8616,L55795,L,0,0,0,0,0
301.9,311.3,1366.0,55.6,57.0,0,5758,L52937,L,0,0,0,0,0
303.17830497906954,311.4043824835546,1373.0,47.36084751046524,61.130025194354545,1,10515,SYNTH00514,L,0,0,0,0,0
298.4,308.9,1706.0,29.5,107.0,0,1550,L48729,L,0,0,0,0,0
300.5,311.6,1447.0,45.4,204.0,0,7676,L54855,L,0,0,0,0,0
298.2,308.2,1446.0,38.2,61.0,0,186,L47365,L,0,0,0,0,0
302.3,312.0,1354.0,52.2,165.0,0,5717,L52896,L,0,0,0,0,0
298.1,308.7,1642.0,30.3,3.0,0,1512,L48691,L,0,0,0,0,0
300.3,311.4,1526.0,38.5,101.0,0,7636,L54815,L,0,0,0,0,0
302.20073392534164,310.29963303732916,1341.0183481335412,60.30770621608725,107.99266074658357,1,11039,SYNTH01038,L,0,0,0,0,0
300.2,309.3,1532.0,43.2,53.0,0,3049,L50228,L,0,0,0,0,0
297.5,308.5,1691.0,33.1,9.0,0,8615,L55794,L,0,0,0,0,0
297.4,308.5,1399.0,61.5,61.0,1,12057,SYNTH02056,L,0,0,0,0,0
297.9,307.7,1353.0,50.7,13.0,0,1925,L49104,L,0,0,0,0,0
298.5,309.9,1482.0,42.1,15.0,0,8447,L55626,L,0,0,0,0,0
300.7,309.5,1467.0,44.3,55.0,0,2961,L50140,L,0,0,0,0,0
300.14803442159933,309.82346437189335,1377.5921376863973,54.55196557840064,205.59213768639745,1,13525,SYNTH03524,L,0,0,0,0,0
300.6408052858657,310.7585879698763,1359.5883066757951,59.21205737075973,189.8818532694346,1,11872,SYNTH01871,L,0,0,0,0,0
302.3,310.9,1366.0,48.4,130.0,1,11981,SYNTH01980,L,0,0,0,0,0
300.7,310.5,1357.0,52.6,199.0,0,7079,L54258,L,0,0,0,0,0
302.3,310.9,1596.0,33.5,104.0,0,3822,L51001,L,0,0,0,0,0
301.7,310.2,1471.0,51.1,8.0,0,4302,L51481,L,0,0,0,0,0
300.7,312.1,1395.0,41.9,157.0,0,7914,L55093,L,0,0,0,0,0
299.2,310.4,1570.0,37.3,37.0,0,9592,L56771,L,0,0,0,0,0
299.1,310.4,1550.0,43.9,79.0,0,9528,L56707,L,0,0,0,0,0
301.9,309.9,1374.0,48.5,180.0,1,12037,SYNTH02036,L,0,0,0,0,0
299.8358069725027,309.58081913903993,1393.87469583657,59.4199513338512,193.450121665372,1,11733,SYNTH01732,L,0,0,0,0,0
300.9997223247329,310.5166203874555,1322.0659261992878,48.657564483363686,216.4354621770479,1,10911,SYNTH00910,L,0,0,0,0,0
298.4,309.3,1545.0,36.9,3.0,0,9836,L57015,L,0,0,0,0,0
298.1,307.5,1493.0,43.7,153.0,0,1821,L49000,L,0,0,0,0,0
300.3,309.9,1393.0,56.1,12.0,0,6426,L53605,L,0,0,0,0,0
301.1,310.1,1564.0,36.8,7.0,0,6510,L53689,L,0,0,0,0,0
298.9,308.7,1389.0,44.9,69.0,0,2533,L49712,L,0,0,0,0,0
299.6,310.9,1229.0,65.2,209.0,1,12925,SYNTH02924,L,0,0,0,0,0
302.0,311.2,1270.0,65.3,182.0,1,12303,SYNTH02302,L,0,0,0,0,0
299.4,308.8,1390.0,57.0,92.0,0,2281,L49460,L,0,0,0,0,0
303.499029853993,311.833009951331,1321.2815922129626,51.49417912395828,68.00970146006954,1,11636,SYNTH01635,L,0,0,0,0,0
301.0,310.9,1404.0,41.8,71.0,0,6204,L53383,L,0,0,0,0,0
302.2988984241788,310.7483476362682,1348.494492120894,47.262668121943875,154.57160242837844,1,12394,SYNTH02393,L,0,0,0,0,0
297.5,308.6,1596.0,37.1,30.0,0,431,L47610,L,0,0,0,0,0
299.35839671463054,309.34756534772333,1429.547862589948,60.311460791366,127.80688872903728,1,11474,SYNTH01473,L,0,0,0,0,0
302.1,310.0,1355.0,45.1,6.0,1,12571,SYNTH02570,L,0,0,0,0,0
302.37136608938124,311.19293736422503,1400.1568574503126,52.949411447018754,208.67451403975,1,10167,SYNTH00166,L,0,0,0,0,0
300.9,312.0,1533.0,44.0,162.0,0,8005,L55184,L,0,0,0,0,0
302.5765011096728,310.73533481289707,1369.9408203871508,48.78876941927371,144.5883370322426,1,10863,SYNTH00862,L,0,0,0,0,0
298.1,308.0,1652.0,28.5,63.0,0,275,L47454,L,0,0,0,0,0
303.9,313.1,1491.0,37.2,195.0,0,5303,L52482,L,0,0,0,0,0
298.0,308.3,1362.0,56.8,216.0,1,249,L47428,L,0,0,0,1,0
302.1258539088861,310.0258539088861,1358.3610081551924,46.780504077596206,7.551234533165728,1,11837,SYNTH01836,L,0,0,0,0,0
297.0,307.9,1350.0,47.7,168.0,0,1152,L48331,L,0,0,0,0,0
298.5,309.5,1547.0,33.1,68.0,0,9859,L57038,L,0,0,0,0,0
301.7,311.2,1482.0,43.6,154.0,0,6740,L53919,L,0,0,0,0,0
300.2,311.8,1379.0,51.0,46.0,0,7447,L54626,L,0,0,0,0,0
299.4,309.1,1464.0,40.5,215.0,0,2162,L49341,L,0,0,0,0,0
301.8,310.2,2825.0,5.8,215.0,1,13109,SYNTH03108,L,0,0,0,0,0
298.8,310.1,1481.0,47.4,187.0,0,9748,L56927,L,0,0,0,0,0
299.6,310.7,1393.0,52.1,110.0,0,8155,L55334,L,0,0,0,0,0
302.2487580247037,311.7487580247037,1368.839868827199,56.49143873449761,208.0,1,10170,SYNTH00169,L,0,0,0,0,0
