Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
302.4,311.0,1338.0,67.6,194.0,1,10824,SYNTH00823,L,0,0,0,0,0
301.3,310.7,1536.0,39.3,31.0,0,6773,L53952,L,0,0,0,0,0
303.7,312.3,1384.0,45.9,121.0,0,4782,L51961,L,0,0,0,0,0
301.9906644032746,310.8212947244963,1303.2596252285896,62.60507665182615,213.8255536693955,1,10363,SYNTH00362,L,0,0,0,0,0
298.8,309.6,1523.0,41.9,165.0,0,9476,L56655,L,0,0,0,0,0
300.29749808386816,309.81350012774215,1378.1899923354729,54.40250191613181,206.1899923354728,1,13036,SYNTH03035,L,0,0,0,0,0
299.9,309.6,1294.0,49.7,126.0,0,2638,L49817,L,0,0,0,0,0
301.2173792848988,310.21834992012145,1772.9523897299598,27.593205553441283,220.8067944465587,1,11359,SYNTH01358,L,0,0,0,0,0
303.6,312.7,1418.0,44.1,118.0,0,4946,L52125,L,0,0,0,0,0
297.3,308.6,1446.0,50.1,144.0,0,8902,L56081,L,0,0,0,0,0
301.0,312.2,1510.0,39.9,61.0,0,7964,L55143,L,0,0,0,0,0
302.5,311.5,1603.0,32.4,194.0,0,3939,L51118,L,0,0,0,0,0
300.2,311.6,1827.0,27.0,22.0,0,8122,L55301,L,0,0,0,0,0
299.0,309.9,1630.0,34.0,92.0,0,9867,L57046,L,0,0,0,0,0
298.3,309.5,1711.0,30.3,148.0,0,8501,L55680,L,0,0,0,0,0
302.4,310.9,1349.0,46.1,148.0,1,4180,L51359,L,0,1,0,0,0
300.0,309.5,1869.0,22.7,49.0,0,2696,L49875,L,0,0,0,0,0
301.1,310.5,1532.0,37.5,119.0,0,6305,L53484,L,0,0,0,0,0
298.0,307.7,1442.0,43.6,148.0,0,1979,L49158,L,0,0,0,0,0
300.21350809089046,309.74780117328555,1396.9104712784033,46.50879530685774,210.17905744319344,1,10189,SYNTH00188,L,0,0,0,0,0
304.1,313.6,1556.0,37.4,129.0,0,5112,L52291,L,0,0,0,0,0
300.9,310.8,1701.0,30.4,55.0,0,6197,L53376,L,0,0,0,0,0
301.9,309.7,1595.0,31.4,133.0,0,4350,L51529,L,0,0,0,0,0
300.6,309.4,1471.0,44.1,244.0,0,2864,L50043,L,0,0,0,0,0
303.7,312.8,1437.0,51.3,42.0,0,5004,L52183,L,0,0,0,0,0
302.1267941405233,310.1178627603489,1378.553430991279,48.467941405232864,165.73205859476712,1,10425,SYNTH00424,L,0,0,0,0,0
297.9,307.3,1502.0,36.7,12.0,0,1688,L48867,L,0,0,0,0,0
298.1,307.6,1498.0,42.9,171.0,0,1987,L49166,L,0,0,0,0,0
302.20000657968643,310.67500493476484,1327.0000657968644,58.549963811724574,90.25014804294494,1,12002,SYNTH02001,L,0,0,0,0,0
299.8,309.2,1400.0,42.6,210.0,0,2761,L49940,L,0,0,0,0,0
298.0,308.7,1268.0,69.4,189.0,1,1497,L48676,L,0,0,1,1,0
299.1221437479185,310.41156547420815,2734.14386609819,8.895204463393668,142.10578273710408,1,10224,SYNTH00223,L,0,0,0,0,0
302.0,310.442359686242,1233.6034399834446,57.717984312102416,83.65956548662531,1,10405,SYNTH00404,L,0,0,0,0,0
299.8,309.7,1624.0,34.2,96.0,0,7210,L54389,L,0,0,0,0,0
300.9,310.7,1523.0,35.8,205.0,0,6166,L53345,L,0,0,0,0,0
302.3,311.4,1535.0,41.8,77.0,0,3974,L51153,L,0,0,0,0,0
302.0919176551836,310.7161646896329,1376.1616468963289,46.849599447518194,210.16164689632888,1,12840,SYNTH02839,L,0,0,0,0,0
297.3,307.9,1628.0,30.2,80.0,0,8963,L56142,L,0,0,0,0,0
297.4,309.0,1833.0,22.6,161.0,0,479,L47658,L,0,0,0,0,0
303.7,312.8,1364.0,46.3,44.0,0,5005,L52184,L,0,0,0,0,0
300.35770078294985,309.3442362176106,1244.2594489063415,62.99034647672556,77.24039369601772,1,10936,SYNTH00935,L,0,0,0,0,0
300.6,311.9,1372.0,60.1,212.0,1,12330,SYNTH02329,L,0,0,0,0,0
302.4,310.1,1429.0,43.7,104.0,0,4510,L51689,L,0,0,0,0,0
299.0,308.7,1449.0,38.9,18.0,0,2598,L49777,L,0,0,0,0,0
299.3,308.9,1258.0,69.4,119.0,1,2126,L49305,L,0,0,1,0,0
298.1,308.6,1527.0,40.2,16.0,0,8,L47187,L,0,0,0,0,0
300.8,310.6,1577.0,37.9,227.0,1,6173,L53352,L,1,0,0,0,0
299.2,308.7,1325.0,51.0,171.0,0,2403,L49582,L,0,0,0,0,0
298.3,309.1,1403.0,45.1,138.0,0,9234,L56413,L,0,0,0,0,0
300.2431577575177,310.6705267274469,1679.2342177303206,29.911841590691388,226.94209908829663,1,12696,SYNTH02695,L,0,0,0,0,0
300.2,310.5,1416.0,46.7,90.0,0,7292,L54471,L,0,0,0,0,0
302.0241576061413,310.55153747206805,1358.0907751675911,59.6549070475031,66.69692505586382,1,10101,SYNTH00100,L,0,0,0,0,0
303.2,311.5,1507.0,39.2,225.0,0,4735,L51914,L,0,0,0,0,0
