Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
301.8,310.6,1552.0,35.9,97.0,0,3570,M18429,M,0,0,0,0,0
297.6,308.6,1509.0,39.7,166.0,0,9163,M24022,M,0,0,0,0,0
302.9,312.2,1745.0,25.5,98.0,0,5608,M20467,M,0,0,0,0,0
302.8477906956761,311.1477906956761,1364.2389534783806,55.84484495657761,148.28313956485826,1,12847,SYNTH02846,M,0,0,0,0,0
302.7,311.6,2709.0,9.7,2.0,1,12576,SYNTH02575,M,0,0,0,0,0
302.68590084661315,311.7098347443552,1394.3376864209731,59.22245465637225,126.6549173721776,1,10218,SYNTH00217,M,0,0,0,0,0
302.0193895706658,310.82262116577675,1615.452423315535,29.17450613599211,234.77378834223245,1,11356,SYNTH01355,M,0,0,0,0,0
301.1,311.3,1389.0,53.3,8.0,0,6849,M21708,M,0,0,0,0,0
301.4,310.7,1368.0,63.7,92.0,1,12873,SYNTH02872,M,0,0,0,0,0
301.7,311.0,1311.0,55.8,39.0,0,6696,M21555,M,0,0,0,0,0
303.7,312.4,1546.0,33.7,149.0,0,4878,M19737,M,0,0,0,0,0
299.0,308.4,1535.0,47.5,163.0,0,2311,M17170,M,0,0,0,0,0
298.3,308.6,1589.0,37.1,137.0,0,215,M15074,M,0,0,0,0,0
302.1764268075326,310.6470223396105,1369.7059553207791,48.98709699584715,87.35235743376778,1,10733,SYNTH00732,M,0,0,0,0,0
302.5,310.3,1710.0,27.3,186.0,0,4458,M19317,M,0,0,0,0,0
298.6,310.1,1596.0,33.0,15.0,0,1343,M16202,M,0,0,0,0,0
301.1,311.1,1470.0,40.6,159.0,0,6147,M21006,M,0,0,0,0,0
298.8,308.7,1498.0,39.5,89.0,0,113,M14972,M,0,0,0,0,0
297.8,307.4,1438.0,43.6,141.0,0,1893,M16752,M,0,0,0,0,0
296.0,306.7,2044.0,22.3,48.0,0,865,M15724,M,0,0,0,0,0
297.7,308.1,2189.0,15.6,186.0,0,9407,M24266,M,0,0,0,0,0
300.3759703381433,309.54001853866043,1378.739833152056,48.46811493969479,243.47966630411196,1,13065,SYNTH03064,M,0,0,0,0,0
297.4,308.4,1478.0,46.2,95.0,0,8649,M23508,M,0,0,0,0,0
299.7,309.1,1576.0,36.4,149.0,0,2737,M17596,M,0,0,0,0,0
298.1,307.9,1377.0,55.1,42.0,0,1936,M16795,M,0,0,0,0,0
301.757240655451,310.7999688823565,1265.9996888235648,67.6714419075615,201.7137967227449,1,10075,SYNTH00074,M,0,0,0,0,0
302.2,311.2,1663.0,29.6,115.0,0,3740,M18599,M,0,0,0,0,0
297.5,309.4,1433.0,48.3,139.0,0,558,M15417,M,0,0,0,0,0
301.7,310.7,1627.0,31.3,78.0,0,6620,M21479,M,0,0,0,0,0
296.2,307.2,1552.0,34.8,8.0,0,1011,M15870,M,0,0,0,0,0
298.9,309.8,1353.0,53.7,71.0,0,9701,M24560,M,0,0,0,0,0
300.0,311.4,1641.0,34.5,155.0,0,8172,H37585,H,0,0,0,0,0
300.1,311.4,1518.0,46.9,87.0,0,7464,H36877,H,0,0,0,0,0
302.7737231534496,311.0642338920697,1358.7372315344955,51.17517417549702,103.73723153449556,1,12570,SYNTH02569,H,0,0,0,0,0
303.1,311.3,2056.0,19.7,167.0,0,4620,H34033,H,0,0,0,0,0
303.1,312.8,1435.0,41.9,115.0,0,5451,H34864,H,0,0,0,0,0
298.1,309.3,1332.0,51.0,72.0,0,8876,H38289,H,0,0,0,0,0
299.9,310.3,1535.0,43.9,154.0,0,7319,H36732,H,0,0,0,0,0
302.49978202207427,310.60010898896286,1444.9989101103713,41.58074112494748,210.3993460662228,1,13097,SYNTH03096,H,0,0,0,0,0
298.7,309.7,1565.0,39.3,94.0,0,8319,H37732,H,0,0,0,0,0
301.7,309.5,1298.0,65.5,229.0,1,12092,SYNTH02091,H,0,0,0,0,0
299.6,310.1,1531.0,36.8,62.0,0,7367,H36780,H,0,0,0,0,0
302.3,311.1,1543.0,37.5,73.0,0,3726,H33139,H,0,0,0,0,0
298.0,307.6,1420.0,45.8,150.0,0,1980,H31393,H,0,0,0,0,0
299.9,311.2,1364.0,49.6,50.0,0,8132,H37545,H,0,0,0,0,0
299.2,310.7,1636.0,29.4,23.0,0,8211,H37624,H,0,0,0,0,0
303.0,311.2,1503.0,37.0,152.0,0,4615,H34028,H,0,0,0,0,0
298.3,309.1,1484.0,37.0,28.0,0,9845,H39258,H,0,0,0,0,0
299.0,310.3,1303.0,68.6,111.0,1,12872,SYNTH02871,H,0,0,0,0,0
303.4,311.8,1366.0,50.9,200.0,1,12950,SYNTH02949,H,0,0,0,0,0
302.5562987648479,311.06546060462665,1395.1030706975112,62.09312862016593,134.41410775207407,1,11302,SYNTH01301,H,0,0,0,0,0
298.3,309.4,1631.0,29.8,0.0,0,8523,H37936,H,0,0,0,0,0
302.9310507684171,311.709133075935,1288.0639230827353,67.26758307215711,96.84474615791466,1,11013,SYNTH01012,H,0,0,0,0,0
301.94224316135404,310.4084486322708,1370.1689726454165,51.19308206375149,152.23962309562722,1,12426,SYNTH02425,H,0,0,0,0,0
303.8,313.0,1499.0,42.3,38.0,0,5238,L52417,L,0,0,0,0,0
298.2,308.9,1336.0,45.0,66.0,0,9282,L56461,L,0,0,0,0,0
297.7099453588398,308.9721918660221,1329.1326047845307,60.23038248812133,204.68876746408847,1,12487,SYNTH02486,L,0,0,0,0,0
301.93661288631074,310.7879776766019,1315.0054591611647,54.6098264900964,9.256823951455829,1,11268,SYNTH01267,L,0,0,0,0,0
301.8,310.0,2032.0,19.0,203.0,0,4292,L51471,L,0,0,0,0,0
298.1,307.8,1565.0,35.3,119.0,0,9954,L57133,L,0,0,0,0,0
301.8699421822067,310.8046242669516,1378.0867052118622,53.1953757330484,211.5664739406891,1,12508,SYNTH02507,L,0,0,0,0,0
299.9178321445328,309.7958325300897,1435.2199961444303,41.12099787943684,213.7800038555694,1,12459,SYNTH02458,L,0,0,0,0,0
300.8,310.7,1339.0,59.1,203.0,1,11796,SYNTH01795,L,0,0,0,0,0
303.9,312.7,1800.0,24.3,158.0,0,4962,L52141,L,0,0,0,0,0
300.3,311.3,1525.0,40.7,105.0,0,7553,L54732,L,0,0,0,0,0
301.8880051254412,311.56825288306067,1368.7425032034007,56.212874839829965,207.35625800850175,1,10225,SYNTH00224,L,0,0,0,0,0
302.4,310.3,1374.0,51.2,163.0,1,4449,L51628,L,0,1,0,0,0
298.0,308.4,1432.0,46.2,11.0,0,9419,L56598,L,0,0,0,0,0
297.4,309.0,1568.0,33.7,175.0,0,485,L47664,L,0,0,0,0,0
300.8,312.3,1435.0,44.8,134.0,0,7904,L55083,L,0,0,0,0,0
