Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
298.1,308.2,1482.0,37.9,17.0,0,259,L47438,L,0,0,0,0,0
298.1,309.9,1629.0,32.5,45.0,0,610,L47789,L,0,0,0,0,0
298.1,309.0,1592.0,33.9,85.0,0,8555,L55734,L,0,0,0,0,0
298.7,309.8,1354.0,53.3,212.0,1,13310,SYNTH03309,L,0,0,0,0,0
300.1,310.5,1494.0,44.2,117.0,0,7303,L54482,L,0,0,0,0,0
300.2,309.2,1430.0,43.4,24.0,0,3203,L50382,L,0,0,0,0,0
300.3,311.1,1676.0,28.6,158.0,0,7573,L54752,L,0,0,0,0,0
302.6463518648516,312.3463518648516,1464.6609289158544,50.86009148761905,252.0729627029692,1,10387,SYNTH00386,L,0,0,0,0,0
299.9,311.3,1802.0,24.4,151.0,0,7822,L55001,L,0,0,0,0,0
296.6,307.4,1616.0,28.0,175.0,0,834,L48013,L,0,0,0,0,0
302.2,311.1,1418.0,47.0,61.0,0,3892,L51071,L,0,0,0,0,0
302.5,311.2,1545.0,40.1,165.0,0,3843,L51022,L,0,0,0,0,0
297.7,308.7,1249.0,60.4,143.0,0,388,L47567,L,0,0,0,0,0
300.6,310.3,1648.0,30.5,217.0,1,7088,L54267,L,1,0,0,0,0
300.2,309.7,1678.0,30.5,142.0,0,6394,L53573,L,0,0,0,0,0
300.4,309.6,1379.0,54.5,122.0,0,6471,L53650,L,0,0,0,0,0
299.4,308.6,1746.0,26.8,107.0,0,2288,L49467,L,0,0,0,0,0
299.8714103728899,311.2714103728899,1374.952421393578,50.75726418073408,218.6665251224769,1,11504,SYNTH01503,L,0,0,0,0,0
298.4,309.1,1417.0,40.6,121.0,0,9459,L56638,L,0,0,0,0,0
301.9233631070264,310.4247374074397,1375.931284979334,54.895877098760046,125.80759794213542,1,10238,SYNTH00237,L,0,0,0,0,0
