Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
303.8,312.6,1565.0,36.0,179.0,0,4971,L52150,L,0,0,0,0,0
300.8,310.6,1551.0,34.5,153.0,0,6821,L54000,L,0,0,0,0,0
298.8,309.9,1550.0,38.8,53.0,0,1442,L48621,L,0,0,0,0,0
302.3151325197954,311.4383775065985,1400.0959437664962,55.260140583759565,199.86349389846558,1,13454,SYNTH03453,L,0,0,0,0,0
302.3,311.2,1786.0,24.3,81.0,0,3728,L50907,L,0,0,0,0,0
301.4200305852328,310.5872671663213,1339.5636641683934,57.18354182746229,203.56366416839344,1,10086,SYNTH00085,L,0,0,0,0,0
299.3,309.1,1551.0,39.1,147.0,0,2563,L49742,L,0,0,0,0,0
299.6,310.7,1922.0,23.3,205.0,1,12230,SYNTH02229,L,0,0,0,0,0
298.4100752057186,308.74403008228745,1456.0397994514171,46.05708249023301,207.74005013714574,1,12422,SYNTH02421,L,0,0,0,0,0
299.0,310.3,1437.0,47.8,99.0,0,1461,L48640,L,0,0,0,0,0
299.4,310.7,1426.0,45.7,213.0,0,8195,L55374,L,0,0,0,0,0
301.5,310.8,1367.0,49.0,193.0,0,3356,L50535,L,0,0,0,0,0
299.4390490040437,308.8268386215366,1288.1950431870603,63.34384435045689,150.07314119514757,1,12130,SYNTH02129,L,0,0,0,0,0
303.499029853993,311.833009951331,1321.2815922129626,51.49417912395828,68.00970146006954,1,11415,SYNTH01414,L,0,0,0,0,0
301.5653719105334,310.3614022100044,1325.7128374526221,46.61477958682218,207.82179063684444,1,10727,SYNTH00726,L,0,0,0,0,0
299.6,310.2,1512.0,44.0,79.0,0,7372,L54551,L,0,0,0,0,0
301.2173792848988,310.21834992012145,1772.9523897299598,27.593205553441283,220.8067944465587,1,12600,SYNTH02599,L,0,0,0,0,0
298.6,308.2,1361.0,68.2,172.0,1,9975,L57154,L,0,0,1,1,0
297.4,308.7,1429.0,57.4,96.0,0,456,L47635,L,0,0,0,0,0
299.7,310.2,1458.0,43.4,28.0,0,7352,L54531,L,0,0,0,0,0
299.0,309.9,1548.0,34.5,214.0,0,9659,L56838,L,0,0,0,0,0
