Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,UDI,Product ID,Type,TWF,HDF,PWF,OSF,RNF
299.7,309.3,1779.0,25.5,129.0,0,2729,L49908,L,0,0,0,0,0
302.6077765344079,311.51445812151314,1229.7995523868424,68.16889386236842,187.77765344078958,1,10607,SYNTH00606,L,0,0,0,0,0
298.3,308.0,1578.0,37.8,101.0,0,9946,L57125,L,0,0,0,0,0
298.5,309.5,1385.0,46.3,203.0,1,13324,SYNTH03323,L,0,0,0,0,0
300.0,311.4,1604.0,38.7,185.0,0,7834,L55013,L,0,0,0,0,0
301.7,310.6,1660.0,28.7,66.0,0,6615,L53794,L,0,0,0,0,0
301.7,311.0,1503.0,44.8,134.0,0,6733,L53912,L,0,0,0,0,0
297.1,307.8,1428.0,43.7,179.0,0,9087,L56266,L,0,0,0,0,0
300.2,309.8,1353.0,59.4,26.0,0,6432,L53611,L,0,0,0,0,0
303.4,312.6,1462.0,37.5,118.0,0,5355,L52534,L,0,0,0,0,0
302.0,310.5,1978.0,22.0,106.0,0,4080,L51259,L,0,0,0,0,0
297.9,309.0,1502.0,40.2,30.0,0,9189,L56368,L,0,0,0,0,0
300.3,309.4,1470.0,33.5,148.0,0,2826,L50005,L,0,0,0,0,0
297.2,308.6,1392.0,41.5,108.0,0,8735,L55914,L,0,0,0,0,0
296.1,307.2,1615.0,30.8,18.0,0,856,L48035,L,0,0,0,0,0
300.3,310.1,1483.0,39.9,174.0,0,7155,L54334,L,0,0,0,0,0
297.9,309.0,1532.0,37.6,47.0,0,9196,L56375,L,0,0,0,0,0
302.5,310.2,1547.0,36.9,103.0,0,4426,L51605,L,0,0,0,0,0
299.5390617715431,310.80534852967475,1376.1069705934947,53.857211762602105,214.8395441097579,1,12434,SYNTH02433,L,0,0,0,0,0
301.8,311.0,1529.0,41.6,12.0,0,3618,L50797,L,0,0,0,0,0
298.3,308.6,1548.0,40.3,140.0,0,216,L47395,L,0,0,0,0,0
297.2,308.3,1796.0,23.8,61.0,0,8797,L55976,L,0,0,0,0,0
302.047552949882,310.61148908557936,1360.7212772860514,48.25553598770394,68.08191592907727,1,12587,SYNTH02586,L,0,0,0,0,0
302.3755756519871,310.9757291591837,1268.2580591278197,63.10383767991412,91.00153507196565,1,12820,SYNTH02819,L,0,0,0,0,0
299.7,309.1,1473.0,39.4,125.0,0,2214,L49393,L,0,0,0,0,0
298.4,308.0,1380.0,47.6,130.0,0,1736,L48915,L,0,0,0,0,0
298.2,308.2,1478.0,50.1,166.0,0,1575,L48754,L,0,0,0,0,0
300.1,309.3,1654.0,31.0,201.0,0,3185,L50364,L,0,0,0,0,0
301.5,310.4,1918.0,21.8,9.0,0,3455,L50634,L,0,0,0,0,0
299.7,311.2,1835.0,23.7,183.0,0,8182,L55361,L,0,0,0,0,0
302.9,311.2,1330.0,53.7,200.0,1,12073,SYNTH02072,L,0,0,0,0,0
301.7695322118983,311.00171932713897,1636.8894439869662,32.7805878132017,223.43242716544069,1,10206,SYNTH00205,L,0,0,0,0,0
298.1,308.2,1521.0,39.3,151.0,0,1568,L48747,L,0,0,0,0,0
301.5,310.6,1357.0,42.1,212.0,0,6672,L53851,L,0,0,0,0,0
299.4,309.1,1352.0,44.7,172.0,0,2573,M17432,M,0,0,0,0,0
298.9,308.6,1574.0,33.5,128.0,0,2468,M17327,M,0,0,0,0,0
298.1,307.9,1446.0,42.8,121.0,0,9955,M24814,M,0,0,0,0,0
298.22041339861875,308.78441364202416,1267.765517661044,69.32496565153406,189.37517174232977,1,10162,SYNTH00161,M,0,0,0,0,0
299.5,310.7,1364.0,49.5,0.0,0,9578,M24437,M,0,0,0,0,0
297.5,308.0,1560.0,39.0,141.0,0,9391,M24250,M,0,0,0,0,0
299.04941485481413,308.3996099032094,1377.7490247580236,50.61751187637956,219.79085396501966,1,10619,SYNTH00618,M,0,0,0,0,0
300.1,309.2,1687.0,27.7,95.0,0,3066,M17925,M,0,0,0,0,1
300.7,311.7,2097.0,18.9,232.0,1,13448,SYNTH03447,M,0,0,0,0,0
297.2,308.3,1604.0,39.4,9.0,0,1178,M16037,M,0,0,0,0,0
303.3,312.5,1674.0,32.7,76.0,0,5339,M20198,M,0,0,0,0,0
300.7,311.0,1418.0,49.3,106.0,0,6042,M20901,M,0,0,0,0,0
303.5,311.6,1361.0,46.5,62.0,1,12088,SYNTH02087,M,0,0,0,0,0
299.8,309.3,1640.0,31.1,211.0,0,2669,M17528,M,0,0,0,0,0
301.1,310.9,1396.0,45.1,12.0,0,6180,M21039,M,0,0,0,0,0
301.97664746721273,310.97919066598405,2689.2462413217295,10.371445133708754,106.9861246465305,1,10585,SYNTH00584,M,0,0,0,0,0
301.91785170192156,311.1800993980762,1293.765290576919,66.31378437115627,60.27041282692436,1,12665,SYNTH02664,M,0,0,0,0,0
303.1,312.6,1895.0,23.5,129.0,0,5456,M20315,M,0,0,0,0,0
299.9,309.2,1574.0,36.5,177.0,0,3096,M17955,M,0,0,0,0,0
303.4,312.0,1748.0,28.4,200.0,0,4812,M19671,M,0,0,0,0,0
298.8,309.9,1439.0,45.2,40.0,1,12763,SYNTH02762,M,0,0,0,0,0
298.1,307.8,1608.0,32.6,57.0,0,1706,M16565,M,0,0,0,0,0
299.7,309.3,1399.0,41.9,221.0,1,2672,M17531,M,1,0,0,0,0
298.8,308.6,1486.0,41.9,92.0,0,114,M14973,M,0,0,0,0,0
302.62693240048753,310.6147544672354,1367.2950893447087,47.207729601950064,10.391103337395961,1,10768,SYNTH00767,M,0,0,0,0,0
296.1,307.0,1523.0,42.0,164.0,0,992,M15851,M,0,0,0,0,0
301.3,310.6,1499.0,36.1,163.0,0,6568,M21427,M,0,0,0,0,0
297.7099453588398,308.9721918660221,1329.1326047845307,60.23038248812133,204.68876746408847,1,12658,SYNTH02657,M,0,0,0,0,0
303.2,311.4,1349.567641850534,51.86631649822103,8.716179074732953,1,12736,SYNTH02735,M,0,0,0,0,0
297.3,308.7,1466.0,38.4,27.0,0,8702,M23561,M,0,0,0,0,0
300.8,310.7,1371.0,44.7,205.0,0,6080,M20939,M,0,0,0,0,0
300.2,311.0,1255.0,71.8,149.0,1,12462,SYNTH02461,M,0,0,0,0,0
300.4,312.0,1596.0,30.4,191.0,0,8107,M22966,M,0,0,0,0,0
298.3,309.0,1526.0,36.9,20.0,0,9265,M24124,M,0,0,0,0,0
298.61303590577904,309.13595805333506,1401.0988624177696,55.754155704887964,217.44269463110996,1,13360,SYNTH03359,M,0,0,0,0,0
299.1,310.6,1449.0,43.2,80.0,0,8234,M23093,M,0,0,0,0,0
297.3,308.4,1599.0,32.9,58.0,0,9043,M23902,M,0,0,0,0,0
304.0,313.0,1575.0,34.5,92.0,0,5024,M19883,M,0,0,0,0,0
